kode_entitas;nama_entitas;sektor;subsektor;industri;subindustri;informasi_pemegang_saham_pengendali;jenis_entitas;tanggal_akhir;mata_uang;kurs_konversi;pembulatan;jumlah_aset_lancar;jumlah_aset_tidak_lancar;jumlah_aset;jumlah_liabilitas_jangka_pendek;jumlah_liabilitas_jangka_panjang;jumlah_liabilitas;saham_biasa;saham_preferen;tambahan_modal_disetor;jumlah_ekuitas_yang_diatribusikan_kepada_pemilik_entitas_induk;jumlah_ekuitas;jumlah_liabilitas_dan_ekuitas;jumlah_laba_bruto;Jumlah_laba_rugi_sebelum_pajak_penghasilan;Jumlah_laba_rugi_dari_operasi_yang_dilanjutkan;jumlah_laba_rugi;jumlah_laba_rugi_komprehensif;laba_rugi_komprehensif_yang_dapat_diatribusikan_ke_entitas_indu;laba_rugi_yang_dapat_diatribusikan_ke_entitas_induk;laba_rugi_yang_dapat_diatribusikan_ke_kepentingan_non_pengendal;Jumlah_kenaikan_penurunan_bersih_kas_dan_setara_kas;Kas_dan_setara_kas_arus_kas_akhir_periode
DMAS;PT Puradelta Lestari Tbk.;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National and Foreign Corporation;Joint Venture - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;3797719720016.0;2825694469129.0;6623414189145.0;788645645533.0;110119622527.0;898765268060.0;4819811110000.0;;379730372583.0;5721483483777.0;5724648921085.0;6623414189145.0;1375144913273.0;1238832140678.0;1218496386998.0;1218496386998.0;1217975604655.0;1216771623116.0;1217292383240.0;1204003758.0;162839597093.0;763156464872.0
DMMX;PT Digital Mediatama Maxima Tbk;I. Technology;I1. Software & IT Services;I12. IT Services & Consulting;I121. IT Services & Consulting;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;837394864046.0;297304572871.0;1134699436917.0;163404160376.0;26727086132.0;190131246508.0;76923077000.0;0;576751179233.0;927015718118.0;944568190409.0;1134699436917.0;71484536980.0;9428627904.0;4772913020.0;4772913020.0;4850633870.0;5589063898.0;5560283319.0;-787370299.0;-75314246727.0;165418263696.0
DMND;PT Diamond Food Indonesia Tbk.;D. Consumer Non-Cyclicals;D1. Food & Staples Retailing;D11. Food & Staples Retailing;D112. Food Retail & Distributors;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;4275936.0;2602361.0;6878297.0;1312391.0;154644.0;1467035.0;236709.0;0;1080618.0;5390111.0;5411262.0;6878297.0;1780350.0;498775.0;382105.0;382105.0;391814.0;387600.0;377895.0;4210.00.00;-166877.0;1026119.0
DNAR;PT Bank Oke Indonesia Tbk.;G. Financials;G1. Banks;G11. Banks;G111. Banks;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;0;0;10183411235537.0;0;0;6631051588525.0;1703779227400.0;0;1633485884545.0;3552359647012.0;3552359647012.0;0;0;19286275780.0;13210181959.0;13210181959.0;14395429133.0;14395429133.0;13210181959.0;0;-460176016005.0;961996820600.0
DNET;PT Indoritel Makmur Internasional Tbk.;G. Financials;G5. Holding & Investment Companies;G51. Holding & Investment Companies;G512. Investment Companies;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Jutaan / In Million;4935610.0;13982542.0;18918152.0;4122650.0;2468204.0;6590854.0;3546000.0;;3481850.0;12138340.0;12327298.0;18918152.0;1138330.0;1396582.0;1357750.0;1357750.0;1318856.0;1250660.0;1289623.0;68127.0;-70994.0;369058.0
DOID;Delta Dunia Makmur Tbk;A. Energy;A1. Oil, Gas & Coal;A13. Oil, Gas & Coal Supports;A132. Oil, Gas & Coal Equipment & Services;No Controlling Shareholder;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;652182660.0;918904747.0;1571087407.0;419463250.0;895395926.0;1314859176.0;47317783.0;0;145040748.0;256228002.0;256228231.0;1571087407.0;203758202.0;40422564.0;28638710.0;28638710.0;17988450.0;17988438.0;28638698.0;12.00;-38431711.0;148097071.0
DPNS;Duta Pertiwi Nusantara Tbk;B. Basic Materials;B1. Basic Materials;B11. Chemicals;B113. Specialty Chemicals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;255997357126.0;149678474488.0;405675831614.0;29856021373.0;45861876155.0;75717897528.0;82782488000.0;;-1884225133.0;297656543485.0;329957934086.0;405675831614.0;57561281262.0;34552481023.0;27428849986.0;27428849986.0;26951121522.0;27854121785.0;28616186351.0;-1187336365.0;-52873628432.0;30803835554.0
DPUM;PT Dua Putra Utama Makmur Tbk.;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D231. Fish, Meat, & Poultry;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;360134312394.0;994643556618.0;1354777869012.0;75542272392.0;702993934940.0;778536207332.0;417500000000.0;;711879980235.0;576241661680.0;576241661680.0;1354777869012.0;-25781652337.0;-59466158322.0;-45726829010.0;-45726829010.0;-44339680485.0;-44339680485.0;-45726829010.0;;-5178513811.0;3006442417.0
DRMA;PT Dharma Polimetal Tbk;E. Consumer Cyclicals;E1. Automobiles & Components;E11. Auto Components;E111. Auto Parts & Equipment;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;1360592850156.0;1322400768086.0;2682993618242.0;1055491419912.0;225315839409.0;1280807259321.0;470588230000.0;;338579284968.0;1390013944914.0;1402186358921.0;2682993618242.0;614001827772.0;494365322478.0;396869834810.0;396869834810.0;391620343843.0;389056341724.0;394166928317.0;2702906493.0;-220395723015.0;195135716984.0
DSFI;Dharma Samudera Fishing Ind. Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D231. Fish, Meat, & Poultry;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;232603589694.0;158090414545.0;390694004239.0;125519679735.0;28890717801.0;154410397536.0;185713550000.0;;18433570833.0;236135843032.0;236283606703.0;390694004239.0;96163193020.0;25763792382.0;21382209119.0;21382209119.0;24876980391.0;24858190332.0;21363419060.0;18790059.0;7169758087.0;15706718605.0
DSNG;PT Dharma Satya Nusantara Tbk.;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D232. Plantations & Crops;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Jutaan / In Million;3229582.0;12127647.0;15357229.0;3022162.0;4174927.0;7197089.0;211997.0;0;679260.0;8034426.0;8160140.0;15357229.0;3117575.0;1610228.0;1206587.0;1206587.0;1353081.0;1346747.0;1206835.0;-248.0;-108756.0;311121.0
DSSA;Dian Swastatika Sentosa Tbk;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A121. Coal Production;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;2266938481.0;4164241437.0;6431179918.0;1667438300.0;1771757630.0;3439195930.0;72498628.0;0;10531355.0;2006665927.0;2991983988.0;6431179918.0;2643399930.0;1605715713.0;1303531094.0;1303531094.0;1154340210.0;455005193.0;595264821.0;708266273.0;572776739.0;1084680519.0
DUTI;Duta Pertiwi Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;8165460067447.0;7420718026514.0;15586178093961.0;3354912498892.0;1305025239681.0;4659937738573.0;925000000000.0;;465081634211.0;9205974867240.0;10926240355388.0;15586178093961.0;1944949642290.0;848355149032.0;846697244502.0;846697244502.0;848208236242.0;749058172949.0;747550086833.0;99147157669.0;121045532236.0;3497490464122.0
DVLA;Darya-Varia Laboratoria Tbk;F. Healthcare;F2. Pharmaceuticals & Health Care Research;F21. Pharmaceuticals;F211. Pharmaceuticals;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;1447973511.0;561165974.0;2009139485.0;482343743.0;123175161.0;605518904.0;280000000.0;;78273607.0;1403620581.0;1403620581.0;2009139485.0;1006123382.0;201073217.0;149375011.0;149375011.0;142128442.0;142128442.0;149375011.0;;-226648018.0;357020515.0
DWGL;PT Dwi Guna Laksana Tbk;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A122. Coal Distribution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Ribuan / In Thousand;804210213.0;617024779.0;1421234992.0;820499397.0;459041150.0;1279540547.0;925282099.0;0;388084378.0;141694437.0;141694445.0;1421234992.0;143294435.0;16935909.0;3400158.0;3400158.0;2964700.0;2964699.0;3400157.0;01.00;242847713.0;332232577.0
DYAN;PT Dyandra Media International Tbk.;C. Industrials;C2. Industrial Services;C22. Commercial Services;C224. Business Support Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;0;0;1088333283166.0;0;0;577622763324.0;427296427900.0;;259248208686.0;486220215204.0;510710519842.0;1088333283166.0;368133130961.0;43288845605.0;30662044291.0;30662044291.0;29437711926.0;44807126440.0;46002919088.0;-15340874797.0;91461793661.0;143282431855.0
EAST;PT Eastparc Hotel Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E512. Hotels, Resorts & Cruise Lines;Individual Foreign, Residential;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;15886167177.0;258103963780.0;273990130957.0;17203429576.0;7086777753.0;24290207329.0;206320266800.0;0;32898386241.0;249699923628.0;249699923628.0;273990130957.0;63714921341.0;36447936938.0;29761934843.0;29761934843.0;29678782552.0;29678782552.0;29761934843.0;0;420372462.0;1552346640.0
ECII;PT Electronic City Indonesia Tbk.;E. Consumer Cyclicals;E7. Retailing;E74. Specialty Retail;E742. Electronics Retail;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;1002259381508.0;741101182800.0;1743360564308.0;475512380829.0;38969212472.0;514481593301.0;133433300000.0;0;1223693710389.0;1228789360477.0;1228878971007.0;1743360564308.0;389868595930.0;11879356150.0;12421431611.0;12421431611.0;-171930407849.0;-171916044291.0;12435795169.0;-14363558.0;28673442296.0;352487110358.0
EDGE;PT Indointernet Tbk.;I. Technology;I1. Software & IT Services;I12. IT Services & Consulting;I121. IT Services & Consulting;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;542307.0;1063635.0;1605942.0;324141.0;70371.0;394512.0;20203.0;;582610.0;1206428.0;1211430.0;1605942.0;314260.0;237228.0;186171.0;186171.0;179266.0;179149.0;186054.0;117.00.00;-36115.0;299739.0
EKAD;Ekadharma International Tbk;B. Basic Materials;B1. Basic Materials;B11. Chemicals;B113. Specialty Chemicals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;669455042672.0;551836843160.0;1221291885832.0;56947975527.0;51500265678.0;108448241205.0;34938750000.0;0;138490000.0;1080896665422.0;1112843644627.0;1221291885832.0;190677382976.0;97911441932.0;78079793270.0;78079793270.0;118954799644.0;117595831183.0;76720824809.0;1358968461.0;29945099308.0;392549233511.0
ELIT;PT Data Sinergitama Jaya Tbk;I. Technology;I1. Software & IT Services;I12. IT Services & Consulting;I121. IT Services & Consulting;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;70558128647.0;49173507822.0;119731636469.0;43547755756.0;21484532643.0;65032288399.0;38286413300.0;0;8514076000.0;54761937347.0;54699348070.0;119731636469.0;46979311717.0;12716615343.0;9639739921.0;9639739921.0;9390236945.0;9462826222.0;9712329198.0;-72589277.0;12165920808.0;26492390525.0
ELPI;PT Pelayaran Nasional Ekalya Purnamasari Tbk;K. Transportation & Logistic;K2. Logistics & Deliveries;K21. Logistics & Deliveries;K211. Logistics & Deliveries;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;571500.0;1359438.0;1930938.0;84381.0;158505.0;242886.0;741200.0;0;216594.0;1650322.0;1688052.0;1930938.0;170860.0;104384.0;103902.0;103902.0;103495.0;102667.0;103074.0;828.00.00;138875.0;190613.0
ELSA;Elnusa Tbk;A. Energy;A1. Oil, Gas & Coal;A13. Oil, Gas & Coal Supports;A131. Oil & Gas Drilling Service;National Corporation;Joint Venture - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;5287016.0;3549073.0;8836089.0;3531761.0;1187117.0;4718878.0;729850.0;0;435691.0;4115625.0;4117211.0;8836089.0;912333.0;486887.0;378058.0;378058.0;393467.0;393474.0;378065.0;-7.0;486321.0;1656975.0
EMDE;Megapolitan Developments Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;1502657683212.0;2241094053846.0;3743751737058.0;1095251094706.0;1022248839527.0;2117499934233.0;335000000000.0;0;126054412723.0;1616522885480.0;1626251802825.0;3743751737058.0;89317811191.0;-68381092336.0;-68275169424.0;-68275169424.0;-68699110274.0;-68528807054.0;-68109809505.0;-165359919.0;-4134810609.0;65611936270.0
EMTK;Elang Mahkota Teknologi Tbk;I. Technology;I1. Software & IT Services;I11. Online Applications & Services;I111. Online Applications & Services;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;16503758500.0;27965266917.0;44469025417.0;3129319807.0;1443117127.0;4572436934.0;1224835030.0;;13819354927.0;35814426591.0;39896588483.0;44469025417.0;3392902802.0;6216438790.0;5462058450.0;5462058450.0;6221688975.0;6195682083.0;5444009955.0;18048495.0;2628779258.0;8712637748.0
ENAK;PT Champ Resto Indonesia Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E515. Restaurants;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;149425195545.0;668089792342.0;817514987887.0;277447575771.0;271333098322.0;548780674093.0;21666668000.0;;163435599856.0;268734313794.0;268734313794.0;817514987887.0;751265064045.0;59727931195.0;62284787340.0;62284787340.0;63913101474.0;63913101474.0;62284787340.0;;5430622668.0;63413841426.0
ENRG;Energi Mega Persada Tbk;A. Energy;A1. Oil, Gas & Coal;A11. Oil & Gas;A111. Oil & Gas Production & Refinery;National and Foreign Corporation;Joint Venture - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;;Satuan Penuh / Full Amount;179989574.0;1014340835.0;1194330409.0;337653751.0;341750366.0;679404117.0;638086082.0;;315315641.0;588009193.0;514926292.0;1194330409.0;183617126.0;140359119.0;66736525.0;66736525.0;65962517.0;65978222.0;66752230.0;-15705.0;12799037.0;46288330.0
ENZO;PT Morenzo Abadi Perkasa Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D231. Fish, Meat, & Poultry;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;195482016059.0;117849405944.0;313331422003.0;134038927498.0;18785966453.0;152824893951.0;108127333600.0;0;34524988455.0;155545640769.0;160506528052.0;313331422003.0;62409286414.0;3787473545.0;2144541371.0;2144541371.0;2729097539.0;2719145070.0;2138527863.0;6013508.0;-28539625602.0;282717748.0
EPAC;PT Megalestari Epack Sentosaraya Tbk.;B. Basic Materials;B1. Basic Materials;B13. Containers & Packaging;B131. Containers & Packaging;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;19934067428.0;276338859844.0;296272927272.0;33253642159.0;148033972767.0;181287614926.0;165170000000.0;0;10488884611.0;121128619447.0;114985312346.0;296272927272.0;-9773131558.0;-65466856117.0;-66107058046.0;-66107058046.0;-66277987500.0;-62476922597.0;-62460560143.0;-3646497903.0;264672701.0;2001624247.0
EPMT;Enseval Putera Megatrading Tbk;D. Consumer Non-Cyclicals;D1. Food & Staples Retailing;D11. Food & Staples Retailing;D111. Drug Retail & Distributors;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;8783144098407.0;1619212754626.0;10402356853033.0;3157202842675.0;107528116415.0;3264730959090.0;135432000000.0;0;276480262616.0;7112647230630.0;7137625893943.0;10402356853033.0;2963994109809.0;1096529518781.0;842590883679.0;842590883679.0;840439909007.0;845424119427.0;847532822398.0;-4941938719.0;-340907461783.0;987734719989.0
ERAA;Erajaya Swasembada Tbk;E. Consumer Cyclicals;E7. Retailing;E74. Specialty Retail;E742. Electronics Retail;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Ribuan / In Thousand;11217075937.0;5841141877.0;17058217814.0;9021226534.0;834128408.0;9855354942.0;1595000000.0;0;598383602.0;6742385614.0;7202862872.0;17058217814.0;5361543555.0;1497339515.0;1076555292.0;1076555292.0;1113314822.0;1035115107.0;1012872953.0;63682339.0;405847849.0;833887602.0
ERTX;Eratex Djaja Tbk;E. Consumer Cyclicals;E4. Apparel & Luxury Goods;E41. Apparel & Luxury Goods;E411. Clothing, Accessories & Bags;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;;Satuan Penuh / Full Amount;44657432.0;34059218.0;78716650.0;37852787.0;17354901.0;55207688.0;8817516.0;;158574.0;23507914.0;23508962.0;78716650.0;10557456.0;5031651.0;3916193.0;3916193.0;3845416.0;3845416.0;3916193.0;;-2857056.0;1129371.0
ESIP;PT Sinergi Inti Plastindo Tbk.;B. Basic Materials;B1. Basic Materials;B13. Containers & Packaging;B131. Containers & Packaging;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;35470016517.0;63028219055.0;98498235572.0;2289839366.0;927202336.0;3217041702.0;55496854150.0;0;35168547123.0;95281193870.0;95281193870.0;98498235572.0;5698694615.0;1246296066.0;916698764.0;916698764.0;937643099.0;937643099.0;916698764.0;;722750143.0;2096559554.0
ESSA;Surya Esa Perkasa Tbk;B. Basic Materials;B1. Basic Materials;B11. Chemicals;B111. Basic Chemicals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;261075367.0;570219798.0;831295165.0;121797408.0;184133657.0;305931065.0;15405610.0;;90902649.0;352385552.0;525364100.0;831295165.0;341162742.0;276061020.0;220790326.0;220790326.0;229966515.0;144305901.0;138841074.0;81949252.0;66677871.0;147519049.0
ESTA;PT Esta Multi Usaha Tbk.;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E512. Hotels, Resorts & Cruise Lines;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;19689384686.0;225679869220.0;245369253906.0;16946587975.0;85165768273.0;102112356248.0;222923076900.0;0;-77452547894.0;143232533615.0;143256897658.0;245369253906.0;27121236142.0;3459985433.0;3168218736.0;3168218736.0;3195044089.0;3196314605.0;3169489252.0;-1270516.0;-11371292928.0;16277912186.0
ESTI;Ever Shine Textile Industry Tbk;E. Consumer Cyclicals;E4. Apparel & Luxury Goods;E41. Apparel & Luxury Goods;E413. Textiles;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;;Satuan Penuh / Full Amount;23777819.0;24416599.0;48194418.0;21066325.0;12616372.0;33682697.0;76794149.0;0;5284008.0;14511491.0;14511721.0;48194418.0;3631669.0;240883.0;66319.0;66319.0;66319.0;66388.0;66388.0;-69.0;194158.0;305137.0
ETWA;Eterindo Wahanatama Tbk;A. Energy;A2. Alternative Energy;A22. Alternative Fuels;A221. Alternative Fuels;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;62758042507.0;832446410433.0;895204452940.0;451219917309.0;842048890005.0;1293268807314.0;572337520000.0;0;112006488522.0;-397543601006.0;-398064354374.0;895204452940.0;-28887708583.0;-278698784197.0;-282774617043.0;-282774617043.0;-283247934097.0;-282536485352.0;-282063443382.0;-711173661.0;-14932972918.0;300750817.0
EURO;PT Estee Gold Feet Tbk;D. Consumer Non-Cyclicals;D4. Nondurable Household Products;D42. Personal Care Products;D421. Personal Care Products;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Ribuan / In Thousand;40650888.0;19962899.0;60613787.0;5786650.0;2432260.0;8218910.0;12500000.0;;30403200.0;52394877.0;52394877.0;60613787.0;8790417.0;7375695.0;5881498.0;5881498.0;5917341.0;5917341.0;5881498.0;00.00;-868498.0;6155139.0
EXCL;PT XL Axiata Tbk;J. Infrastructures;J3. Telecommunication;J32. Wireless Telecommunication Services;J321. Wireless Telecommunication Services;Foreign Corporation;Foreign Company;31/12/22;Rupiah / IDR;;Jutaan / In Million;10408358.0;76869422.0;87277780.0;26350500.0;35153054.0;61503554.0;1312843.0;00.00;16914496.0;25643146.0;25774226.0;87277780.0;0;1353030.0;1121188.0;1121188.0;1171670.0;1159922.0;1109440.0;11748.0;2517659.0;5184113.0
FAPA;PT FAP Agri Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D232. Plantations & Crops;Foreign Corporation;Foreign Company;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;1808824969402.0;6815183965285.0;8624008934687.0;2052811807452.0;2672185136094.0;4724996943546.0;3629411800000.0;0;462087643325.0;3711093419808.0;3899011991141.0;8624008934687.0;1616329972510.0;993696965685.0;749310939262.0;749310939262.0;752684382326.0;712339564117.0;709143944186.0;40166995076.0;-86416006804.0;80029069020.0
FAST;PT Fast Food Indonesia Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E515. Restaurants;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;1272159970.0;2550245069.0;3822405039.0;1606887945.0;1154494350.0;2761382295.0;199513858.0;;944469.0;1061022744.0;1061022744.0;3822405039.0;3664728148.0;-93410093.0;-77447669.0;-77447669.0;-56460548.0;-56460548.0;-77447669.0;;-54254379.0;548930673.0
FASW;Fajar Surya Wisesa Tbk;B. Basic Materials;B1. Basic Materials;B13. Containers & Packaging;B131. Containers & Packaging;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;3437981.0;9439865.0;12877846.0;5241768.0;2624620.0;7866388.0;1238944.0;0;3561.00.00;5011458.0;5011458.0;12877846.0;991967.0;168600.0;119926.0;119926.0;181003.0;181003.0;119926.0;0;-60550.0;84477.0
FILM;PT MD Pictures Tbk.;E. Consumer Cyclicals;E6. Media & Entertainment;E62. Entertainment & Movie Production;E621. Entertainment & Movie Production;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;504135102345.0;1111277244228.0;1615412346573.0;68035800632.0;8567661942.0;76603462574.0;951121700000.0;;253271580443.0;1537069723184.0;1538808883999.0;1615412346573.0;306974191379.0;204281571923.0;156105724128.0;156105724128.0;156555275568.0;160438348572.0;159988797132.0;-3883073004.0;322032396781.0;405037354431.0
FIMP;PT Fimperkasa Utama Tbk;J. Infrastructures;J2. Heavy Constructions & Civil Engineering;J21. Heavy Constructions & Civil Engineering;J211. Heavy Constructions & Civil Engineering;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;21923550376.0;13504810420.0;35428360796.0;2888495424.0;2510932238.0;5399427662.0;20000048750.0;0;10030217958.0;30028933134.0;30028933134.0;35.428.360.795.821.400;1413789589.54;546397566.0;546397566.0;546397566.0;578287542.0;578287542.0;546397566.0;0;25.740.487.304.365.500;7.672.873.030.436.550
FIRE;PT Alfa Energi Investama Tbk.;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A122. Coal Distribution;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;64042560151.0;300281654820.0;364324214971.0;131360321273.0;18873160159.0;150233481432.0;147536317900.0;0;201397719671.0;214073460613.0;214090733539.0;364324214971.0;58470497767.0;-118852623553.0;-94702105624.0;-94702105624.0;-94369743664.0;-94345893131.0;-94678149459.0;-23956165.0;-45225357060.0;1566422361.0
FISH;FKS Multi Agro Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D232. Plantations & Crops;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;339299923.0;122163772.0;461463695.0;234121571.0;59948189.0;294069760.0;6120561.0;0;-2849354.0;159979732.0;167393935.0;461463695.0;83729361.0;42124122.0;32756494.0;32756494.0;26325794.0;26559720.0;32243358.0;513136.0;-14451611.0;52097981.0
FITT;PT Hotel Fitra International Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E512. Hotels, Resorts & Cruise Lines;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;4923707515.0;57013160262.0;61936867777.0;5056494356.0;21527526924.0;26584021280.0;72613019900.0;;-6415669471.0;35352832501.0;35352846497.0;61936867777.0;3961656130.0;-5987994452.0;-5993823225.0;-5993823225.0;-5846492568.0;-5846450454.0;-5993780849.0;-42376.0;-6551679334.0;3776747508.0
FMII;Fortune Mate Indonesia Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;194479.0;558387.0;752866.0;68337.0;32531.0;100868.0;272100.0;0;-2965.0;651713.0;651998.0;752866.0;30837.0;18622.0;17294.0;17294.0;17294.0;17295.0;17295.0;-1.0;-6016.0;1964.00.00
FOOD;PT Sentra Food Indonesia Tbk.;D. Consumer Non-Cyclicals;D2. Food & Beverage;D22. Processed Foods;D222. Processed Foods;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;27248456331.0;75048740163.0;102297196494.0;49827290693.0;10814458209.0;60641748902.0;65000000000.0;0;6038294481.0;28189164636.0;41655447592.0;102297196494.0;18094654083.0;-21030038732.0;-22068477089.0;-22068477089.0;-22085241136.0;-19016505996.0;-19003772141.0;-3064704948.0;636554966.0;2347742485.0
FORU;Fortune Indonesia Tbk;E. Consumer Cyclicals;E6. Media & Entertainment;E61. Media;E611. Advertising;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;43649666066.0;7521164561.0;51170830627.0;9666032414.0;4862171097.0;14528203511.0;46522400000.0;;7148969337.0;36642627116.0;36642627116.0;51170830627.0;19959756935.0;-4918229434.0;-3859866428.0;-3859866428.0;-3852869828.0;-3852869828.0;-3859866428.0;00.00;-2240481990.0;29405324885.0
