kode_entitas;nama_entitas;sektor;subsektor;informasi_pemegang_saham_pengendali;jenis_entitas;tanggal_akhir;mata_uang;kurs_konversi;pembulatan;jumlah_aset_lancar;jumlah_aset_tidak_lancar;jumlah_aset;jumlah_liabilitas_jangka_pendek;jumlah_liabilitas_jangka_panjang;jumlah_liabilitas;saham_biasa;saham_preferen;tambahan_modal_disetor;jumlah_ekuitas_yang_diatribusikan_kepada_pemilik_entitas_induk;jumlah_ekuitas;jumlah_liabilitas_dan_ekuitas;jumlah_laba_bruto;jumlah_laba_rugi;jumlah_laba_rugi_komprehensif;laba_rugi_komprehensif_yang_dapat_diatribusikan_ke_entitas_indu;laba_rugi_yang_dapat_diatribusikan_ke_entitas_induk;laba_rugi_yang_dapat_diatribusikan_ke_kepentingan_non_pengendal
DCII;PT DCI Indonesia Tbk;9. Trade, Services & Investment;97. Computer And Services;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;227038.0;2209254.0;2436292.0;509609.0;1206769.0;1716378.0;253273.0;0;-4227.0;719914.0;719914.0;2436292.0;370076.0;183141.0;182589.0;182589.0;183141.0;0
DEAL;PT Dewata Freightinternational Tbk.;7. Infrastructure, Utilities And Transportation;74. Transportation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;115979973335.0;167290083080.0;283270056415.0;152334287682.0;55447157343.0;207781445025.0;113274817900.0;0;9010814877.0;75904959934.0;75488611390.0;283270056415.0;-10643365238.0;-51690228917.0;-51690228917.0;-50899580627.0;-50899580627.0;-790648290.0
DEFI;Danasupra Erapacific Tbk;8. Finance;82. Financial Institution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;0;0;83031815037.0;0;0;583856844.0;34363333300.0;0;19033047539.0;82447958193.0;82447958193.0;83031815037.0;0;-1259045472.0;-30694918905.0;-30694918905.0;-1259045472.0;0
DEWA;Darma Henwa Tbk;2. Mining;21. Coal Mining;Foreign Corporation;Foreign Company;31/12/20;Dollar Amerika / USD;14105.0;Satuan Penuh / Full Amount;220662767.0;329976797.0;550639564.0;197845919.0;83393367.0;281239286.0;241169504.0;0;78777981.0;269206952.0;269400278.0;550639564.0;7464146.0;1647892.0;2332460.0;2324553.0;1639985.0;7907.00.00
DFAM;PT Dafam Property Indonesia Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;101169820536.0;207227279199.0;308397099735.0;73267215230.0;153259800344.0;226527015574.0;189959964000.0;0;-86612409068.0;83770652822.0;81870084161.0;308397099735.0;49338188876.0;-14365570923.0;-12378673093.0;-10991671333.0;-12966972590.0;-1398598333.0
DGIK;Nusa Konstruksi Enjiniring  Tbk;6. Property, Real Estate And Building Construction;62. Building Construction;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;524525945233.0;582451636225.0;1106977581458.0;356719675394.0;104180558086.0;460900233480.0;554116500000.0;0;254198352119.0;645605807053.0;646077347978.0;1106977581458.0;47280010732.0;-14968049244.0;-19127305640.0;-19125346941.0;-14966090545.0;-1958699.0
DGNS;PT Diagnos Laboratorium Utama Tbk;9. Trade, Services & Investment;96. Healthcare;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;105154066429.0;27420580731.0;132574647160.0;30611947544.0;2896318474.0;33508266018.0;25000000000.0;0;28975000.0;99066381142.0;99066381142.0;132574647160.0;86709706692.0;52686538339.0;52606988623.0;52606988623.0;52686538339.0;00.00
DIGI;PT Arkadia Digital Media Tbk;9. Trade, Services & Investment;97. Computer And Services;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;22661253979.0;24038393262.0;46699647241.0;3051333971.0;16175900393.0;19227234364.0;32500000000.0;0;11690000000.0;27457482499.0;27472412877.0;46699647241.0;19521536752.0;-10188124644.0;-10473870166.0;-10478701279.0;-10192955757.0;4831113.0
DILD;Intiland Development Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;4567112486680.0;11134760076241.0;15701872562921.0;4367599682705.0;5285023457297.0;9652623140002.0;2591463546250.0;0;1096320037357.0;5199894585961.0;6049249422919.0;15701872562921.0;1180774277913.0;68962241069.0;109736114243.0;113986758599.0;76766474625.0;-7804233556.0
DIVA;PT Distribusi Voucher Nusantara Tbk;9. Trade, Services & Investment;93. Retail Trade;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;967321260042.0;187643751798.0;1154965011840.0;244030808271.0;28939370644.0;272970178915.0;71428570000.0;0;592674751173.0;837840571851.0;881994832925.0;1154965011840.0;89434823560.0;64367755965.0;64754265416.0;66140350632.0;65806444168.0;-1438688203.0
DKFT;Central Omega Resources Tbk;2. Mining;23. Metal And Mineral Mining;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;978169356474.0;1586569208895.0;2564738565369.0;1030243287633.0;835644900731.0;1865888188364.0;563824660000.0;0;517429165789.0;672430528142.0;698850377005.0;2564738565369.0;-63976768590.0;-275867485699.0;-276578543716.0;-165695170991.0;-165174966701.0;-110692518998.0
DLTA;Delta Djakarta Tbk;5. Consumer Goods Industry;51. Food And Beverages;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;1103831856.0;121749057.0;1225580913.0;147207676.0;58474274.0;205681950.0;16013181.0;0;19015656.0;1016432703.0;1019898963.0;1225580913.0;367179508.0;123465762.0;118592661.0;119165294.0;124038395.0;-572633.0
DMAS;PT Puradelta Lestari Tbk.;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National and Foreign Corporation;Joint Venture - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;3741930229375.0;3010303010729.0;6752233240104.0;1166978278475.0;57197810835.0;1224176089310.0;4819811110000.0;0;379730372583.0;5524519992846.0;5528057150794.0;6752233240104.0;1615210358079.0;1348575384650.0;1358826509717.0;1357899053395.0;1347650476293.0;924908357.0
DMMX;PT Digital Mediatama Maxima Tbk;9. Trade, Services & Investment;95. Advertising, Printing And Media;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;606951264766.0;193115489108.0;800066753874.0;57971774759.0;57672367374.0;115644142133.0;76923077000.0;0;576750717233.0;683993705900.0;684422611741.0;800066753874.0;48099426248.0;32021177407.0;32116255927.0;32013189395.0;31918591277.0;102586130.0
DMND;PT Diamond Food Indonesia Tbk.;5. Consumer Goods Industry;51. Food And Beverages;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;3584233.0;2096405.0;5680638.0;822493.0;202549.0;1025042.0;236709.0;0;1080618.0;4643746.0;4655596.0;5680638.0;1319205.0;205589.0;268694.0;263514.0;200434.0;5155.00.00
DNAR;PT Bank Oke Indonesia Tbk.;8. Finance;81. Bank;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;0;0;6275182366166.0;0;0;3753255346328.0;1156278801600.0;0;1183980592336.0;2521927019838.0;2521927019838.0;0;0;7875055863.0;12630266802.0;12630266802.0;7875055863.0;0
DNET;PT Indoritel Makmur Internasional Tbk.;9. Trade, Services & Investment;97. Computer And Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Satuan Penuh / Full Amount;5532609332834.0;11690752536704.0;17223361869538.0;697113990596.0;6390427093739.0;7087541084335.0;3546000000000.0;0;3481850378386.0;9877258346477.0;10135820785203.0;17223361869538.0;488887274041.0;327051932822.0;465684513819.0;467412356493.0;328827204265.0;-1775271443.0
DOID;Delta Dunia Makmur Tbk;2. Mining;21. Coal Mining;No Controlling Shareholder;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Satuan Penuh / Full Amount;367620154.0;606829599.0;974449753.0;220348158.0;490370176.0;710718334.0;47313056.0;0;145025621.0;263731205.0;263731419.0;974449753.0;51997973.0;-23436370.0;-16937963.0;-16937954.0;-23436358.0;-12.0
DPNS;Duta Pertiwi Nusantara Tbk;3. Basic Industry And Chemicals;34. Chemicals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;184653012538.0;132657706241.0;317310718779.0;885861221.0;31601193873.0;32487055094.0;82782488000.0;0;-1884225133.0;250565854790.0;284823663685.0;317310718779.0;20729711920.0;2400715154.0;3374791512.0;4768176679.0;3815178554.0;-1414463400.0
DPUM;PT Dua Putra Utama Makmur Tbk.;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;406427622866.0;1062118980123.0;1468546602989.0;87969520354.0;682099314515.0;770068834869.0;417500000000.0;0;711753580235.0;698477768120.0;698477768120.0;1468546602989.0;-122087671161.0;-374932077814.0;-374276640439.0;-374276640439.0;-374932077814.0;0
DSFI;Dharma Samudera Fishing Ind. Tbk;1. Agriculture;14. Fishery;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;213707043160.0;160050150201.0;373757193361.0;152254622239.0;28126766557.0;180381388796.0;185713550000.0;0;18433570833.0;193268014506.0;193375804565.0;373757193361.0;38809979183.0;-5869581850.0;-3660848114.0;-3610103735.0;-5818837471.0;-50744379.0
DSNG;PT Dharma Satya Nusantara Tbk.;1. Agriculture;12. Plantation;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Jutaan / In Million;2613109.0;11538274.0;14151383.0;2293012.0;5627622.0;7920634.0;211997.0;0;677092.0;6121741.0;6230749.0;14151383.0;1751676.0;478171.0;2455345.0;2431709.0;476637.0;1534.00.00
DSSA;Dian Swastatika Sentosa Tbk;2. Mining;21. Coal Mining;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Satuan Penuh / Full Amount;1124916288.0;1775314334.0;2900230622.0;724504586.0;586815714.0;1311320300.0;72498628.0;0;10531355.0;1358977818.0;1588910322.0;2900230622.0;527924706.0;-57897543.0;-71656199.0;-111324811.0;-83821929.0;25924386.0
DVLA;Darya-Varia Laboratoria Tbk;5. Consumer Goods Industry;53. Pharmaceuticals;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;1400241872.0;586470000.0;1986711872.0;555843521.0;104581208.0;660424729.0;280000000.0;0;78273607.0;1326287143.0;1326287143.0;1986711872.0;931988668.0;162072984.0;137903496.0;137903496.0;162072984.0;0
DWGL;PT Dwi Guna Laksana Tbk;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;461471836.0;242200581.0;703672417.0;518544125.0;237673521.0;756217646.0;871159983.0;0;345071777.0;-52545235.0;-52545229.0;703672417.0;185728807.0;35565332.0;35144362.0;35144376.0;35565346.0;-14.0
DYAN;PT Dyandra Media International Tbk.;9. Trade, Services & Investment;99. Others - Trade Services & Investment;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;0;0;1043313799003.0;0;0;466243114050.0;427296427900.0;0;259248208686.0;518410541352.0;577070684953.0;1043313799003.0;46260180559.0;-256092630622.0;-256682228062.0;-216302406453.0;-215580500766.0;-40512129856.0
EAST;PT Eastparc Hotel Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;Individual Foreign, Residential;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;14742374355.0;248086059688.0;262828434043.0;14264691168.0;3728693437.0;17993384605.0;206318304750.0;0;32567512880.0;244835049438.0;244835049438.0;262828434043.0;23679838159.0;5183545503.0;5268005617.0;5268005617.0;5183545503.0;0
ECII;PT Electronic City Indonesia Tbk.;9. Trade, Services & Investment;93. Retail Trade;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;953327437749.0;777269018813.0;1730596456562.0;397514035472.0;80268968169.0;477783003641.0;133433300000.0;0;1223693710389.0;1252484456021.0;1252813452921.0;1730596456562.0;278052285046.0;-20502166781.0;-61325856084.0;-61328635932.0;-20504946629.0;2779848.0
EDGE;PT Indointernet Tbk.;9. Trade, Services & Investment;97. Computer And Services;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Satuan Penuh / Full Amount;191387152115.0;343462812926.0;534849965041.0;208209900384.0;16176453162.0;224386353546.0;16162000000.0;0;-9322760033.0;307466429879.0;310463611495.0;534849965041.0;176553141999.0;122018057986.0;119235529233.0;118994793677.0;121777322430.0;240735556.0
EKAD;Ekadharma International Tbk;3. Basic Industry And Chemicals;34. Chemicals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;552493858098.0;529485962288.0;1081979820386.0;68166758308.0;61450504416.0;129617262724.0;34938750000.0;0;138490000.0;923084432298.0;952362557662.0;1081979820386.0;225017511377.0;95929070814.0;98529684739.0;96103091297.0;93502477372.0;2426593442.0
ELSA;Elnusa Tbk;2. Mining;22. Crude Petroleum & Natural Gas Production;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;4217325.0;3345497.0;7562822.0;2573467.0;1248409.0;3821876.0;729850.0;0;435691.0;3739438.0;3740946.0;7562822.0;742473.0;249085.0;253048.0;253045.0;249082.0;03.00
ELTY;Bakrieland Development Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;No Controlling Shareholder;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;2702974.0;9120462.0;11823436.0;2481549.0;906095.0;3387644.0;4912191.0;0;2755000.0;7271269.0;8435792.0;11823436.0;186592.0;-326358.0;-329838.0;-244119.0;-240639.0;-85719.0
EMDE;Megapolitan Developments Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;1851347307718.0;602706965777.0;2454054273495.0;887763447554.0;1017929307102.0;1905692754656.0;335000000000.0;0;126054412723.0;545544649601.0;548361518839.0;2454054273495.0;39661046362.0;-56617681066.0;-57588917386.0;-57316708226.0;-56345471906.0;-272209160.0
EMTK;Elang Mahkota Teknologi Tbk;9. Trade, Services & Investment;95. Advertising, Printing And Media;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;7330342675.0;10553802959.0;17884145634.0;2864848927.0;2620257556.0;5485106483.0;1128791468.0;0;2092715725.0;10687767851.0;12399039151.0;17884145634.0;2893309130.0;1717376472.0;1898383037.0;2225127952.0;2058199105.0;-340822633.0
ENRG;Energi Mega Persada Tbk;2. Mining;22. Crude Petroleum & Natural Gas Production;National and Foreign Corporation;Joint Venture - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;0;Satuan Penuh / Full Amount;132649477.0;711968531.0;844618008.0;359800754.0;272642788.0;632443542.0;538723942.0;0;290234467.0;316601992.0;212174466.0;844618008.0;127972550.0;58592851.0;57979035.0;53045516.0;53659332.0;4933519.0
ENZO;PT Morenzo Abadi Perkasa Tbk;5. Consumer Goods Industry;51. Food And Beverages;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;153731001839.0;117458551651.0;271189553490.0;104667366803.0;18757883354.0;123425250157.0;108127150000.0;0;34524437655.0;142845027395.0;147764303333.0;271189553490.0;47908997840.0;1196922419.0;1110211103.0;1107261559.0;1194654913.0;2267506.0
EPAC;PT Megalestari Epack Sentosaraya Tbk.;3. Basic Industry And Chemicals;35. Plastics & Packaging;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Satuan Penuh / Full Amount;123995309424.0;243453086913.0;367448396337.0;124733049942.0;62689806217.0;187422856159.0;165170000000.0;0;10488884611.0;180857121092.0;180025540178.0;367448396337.0;32385871826.0;2920126029.0;4249802446.0;4980744910.0;3834025551.0;-913899522.0
EPMT;Enseval Putra Megatrading Tbk;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;7540695065075.0;1671035994143.0;9211731059218.0;2533986369290.0;118288329421.0;2652274698711.0;135432000000.0;0;276480262616.0;6542589036710.0;6559456360507.0;9211731059218.0;2458630797075.0;679870547997.0;700212040477.0;700933935770.0;680597939678.0;-727391681.0
ERAA;Erajaya Swasembada Tbk;9. Trade, Services & Investment;93. Retail Trade;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;7546995255.0;3664373787.0;11211369042.0;5142950705.0;380422147.0;5523372852.0;1595000000.0;0;594376207.0;5408794245.0;5687996190.0;11211369042.0;3410012610.0;671172137.0;680050335.0;617724691.0;612004625.0;59167512.0
ERTX;Eratex Djaja Tbk;4. Miscellaneous Industry;43. Textile, Garment;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;0;Satuan Penuh / Full Amount;34631486.0;33933172.0;68564658.0;33954908.0;16367100.0;50322008.0;8817516.0;0;158574.0;18241602.0;18242650.0;68564658.0;6018093.0;-970496.0;-1319766.0;-1319766.0;-970496.0;0
ESIP;PT Sinergi Inti Plastindo Tbk.;3. Basic Industry And Chemicals;35. Plastics & Packaging;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;31161221572.0;46762900068.0;77924121640.0;23822465516.0;1363153612.0;25185619128.0;32000000250.0;0;17768800950.0;52738502512.0;52738502512.0;77924121640.0;7430996618.0;1741619395.0;1765033676.0;1765033676.0;1741619395.0;00.00
ESSA;Surya Esa Perkasa Tbk;2. Mining;22. Crude Petroleum & Natural Gas Production;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Satuan Penuh / Full Amount;103415874.0;688637586.0;792053460.0;94894567.0;385378480.0;480273047.0;15405610.0;0;90902649.0;196384097.0;311780413.0;792053460.0;9377124.0;-33568693.0;-19951785.0;-4048495.0;-19126416.0;-14442277.0
ESTA;PT Esta Multi Usaha Tbk.;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;25829018671.0;48361308905.0;74190327576.0;4462560367.0;11085611670.0;15548172037.0;63000000000.0;0;1741249038.0;58642155539.0;58642155539.0;74190327576.0;5650862095.0;1719445744.0;1753745296.0;1753745296.0;1719445744.0;0
ESTI;Ever Shine Textile Industry Tbk;4. Miscellaneous Industry;43. Textile, Garment;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;0;Satuan Penuh / Full Amount;26751546.0;27721849.0;54473395.0;22926913.0;18584408.0;41511321.0;76794149.0;0;5284008.0;12961775.0;12962074.0;54473395.0;1767184.0;-577944.0;-577944.0;-577891.0;-577891.0;-53.0
ETWA;Eterindo Wahanatama Tbk;3. Basic Industry And Chemicals;34. Chemicals;No Controlling Shareholder;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;28489487729.0;1027181595327.0;1055671083056.0;289613552551.0;1034227106219.0;1323840658770.0;387318800000.0;0;19497125240.0;-268594424438.0;-268169575714.0;1055671083056.0;-26641740124.0;72652783063.0;78158957998.0;77903744339.0;72397812981.0;254970082.0
EXCL;PT XL Axiata Tbk;7. Infrastructure, Utilities And Transportation;73. Telecommunication;Foreign Corporation;Foreign Company;31/12/20;Rupiah / IDR;0;Jutaan / In Million;7571123.0;60173674.0;67744797.0;18857026.0;29750405.0;48607431.0;1070601.0;00.00;12232120.0;19137366.0;19137366.0;67744797.0;0;371598.0;345176.0;345176.0;371598.0;00.00
FAPA;PT FAP Agri Tbk;1. Agriculture;12. Plantation;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Satuan Penuh / Full Amount;838220513162.0;6962107264574.0;7800327777736.0;1017373587933.0;4085412960636.0;5102786548569.0;3629411800000.0;0;462087643325.0;2588159400319.0;2697541229167.0;7800327777736.0;395271165690.0;-127059027620.0;-120463623797.0;-114060512253.0;-120325584163.0;-6733443457.0
FAST;PT Fast Food Indonesia Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;1563156689.0;2163842971.0;3726999660.0;1480239065.0;1000076394.0;2480315459.0;199513858.0;0;944469.0;1246684201.0;1246684201.0;3726999660.0;2868890705.0;-377184702.0;-409615879.0;-409615879.0;-377184702.0;0
FASW;Fajar Surya Wisesa Tbk;3. Basic Industry And Chemicals;38. Pulp & Paper;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;2764166622523.0;8748877666198.0;11513044288721.0;3415011967990.0;3515037324243.0;6930049292233.0;1238944393500.0;0;3560727824.0;4582994638668.0;4582994996488.0;11513044288721.0;1232033937488.0;353299343980.0;346328978312.0;346329396935.0;353299757615.0;-413635.0
FIFA;PT Federal International Finance;8. Finance;82. Financial Institution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;0;0;32585727.0;0;0;25090377.0;280000.0;0;0;7495854.0;7495350.0;32585727.0;0;1488068.0;1362361.0;1362875.0;1488582.0;-514.0
FILM;PT MD Pictures Tbk.;9. Trade, Services & Investment;95. Advertising, Printing And Media;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;190721688768.0;1162808301169.0;1353529989937.0;18047048525.0;3949525542.0;21996574067.0;951121700000.0;0;153685174076.0;1322376837679.0;1331533415870.0;1353529989937.0;19535544448.0;-58796521152.0;-58843189002.0;-57006652675.0;-56959984825.0;-1836536327.0
FIRE;PT Alfa Energi Investama Tbk.;2. Mining;21. Coal Mining;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;191509532894.0;313792516918.0;505302049812.0;84906108780.0;67448514514.0;152354623294.0;147536317900.0;00.00;200776029071.0;352870612543.0;352947426518.0;505302049812.0;240222067993.0;13810414740.0;13708815270.0;13729138070.0;13830828934.0;-20414194.0
FISH;FKS Multi Agro Tbk;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Satuan Penuh / Full Amount;318359007.0;122558812.0;440917819.0;263134605.0;44860542.0;307995147.0;6120561.0;0;95775.0;125540038.0;132922672.0;440917819.0;58167811.0;19476235.0;18500508.0;18700397.0;19571108.0;-94873.0
FITT;PT Hotel Fitra International Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;1992531900.0;59592514037.0;61585045937.0;7743121716.0;24650373965.0;32393495681.0;60000000000.0;0;-11208617033.0;29191474792.0;29191550256.0;61585045937.0;409537133.0;-8542260341.0;-8578274952.0;-8578249949.0;-8542235400.0;-24941.0
FMII;Fortune Mate Indonesia Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;267197.0;603510.0;870707.0;81634.0;163890.0;245524.0;272100.0;0;-2965.0;624900.0;625183.0;870707.0;31273.0;-1481.0;-729.0;-729.0;-1481.0;0
FOOD;PT Sentra Food Indonesia Tbk.;5. Consumer Goods Industry;51. Food And Beverages;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;30018199981.0;83174036210.0;113192236191.0;40180201199.0;16770518734.0;56950719933.0;65000000000.0;0;-2283792080.0;49197651658.0;56241516258.0;113192236191.0;34888240731.0;-17398564059.0;-17810103616.0;-15569298281.0;-15212260240.0;-2186303819.0
FORU;Fortune Indonesia Tbk;9. Trade, Services & Investment;95. Advertising, Printing And Media;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;45199523854.0;3390352235.0;48589876089.0;7887052538.0;1712709000.0;9599761538.0;46522400000.0;0;7148969337.0;38990114551.0;38990114551.0;48589876089.0;18153890152.0;-24450472095.0;-24568394055.0;-24568394055.0;-24450472095.0;00.00
FPNI;PT Lotte Chemical Titan Tbk.;3. Basic Industry And Chemicals;35. Plastics & Packaging;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Ribuan / In Thousand;71563.0;77814.0;149377.0;45164.0;9051.00.00;54215.0;163838.0;0;45880.0;95028.0;95162.0;149377.0;1943.00.00;-4945.0;-4172.0;-4168.0;-4940.0;-5.0
FREN;Smartfren Telecom Tbk;7. Infrastructure, Utilities And Transportation;73. Telecommunication;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;2646319224796.0;36037957321280.0;38684276546076.0;8417955655404.0;17900388499822.0;26318344155226.0;32676808734000.0;0;713340973067.0;12365888731128.0;12365932390850.0;38684276546076.0;9407882876396.0;-1523602951388.0;-1499720500328.0;-1499709348894.0;-1523591144594.0;-11806794.0
FUJI;PT Fuji Finance Indonesia Tbk.;8. Finance;82. Financial Institution;National and Foreign Corporation;Joint Venture - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;0;0;141322097298.0;0;0;1138775897.0;130000000000.0;0;22573334667.0;140183321401.0;140183321401.0;141322097298.0;0;4897849567.0;4609797117.0;4609797117.0;4897849567.0;00.00
GAMA;Aksara Global Development Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;555224106557.0;849810371669.0;1405034478226.0;227360775636.0;89206985673.0;316567761309.0;1001102765600.0;0;8653482190.0;1087513489986.0;1088466716917.0;1405034478226.0;14774877913.0;-13238238305.0;-13331190163.0;-13275921706.0;-13183249840.0;-54988465.0
GDST;Gunawan Dianjaya Steel Tbk;3. Basic Industry And Chemicals;33. Metal And Allied Products;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;412410310473.0;1175726161176.0;1588136471649.0;676672074796.0;64579561189.0;741251635985.0;924250000000.0;0;146861840946.0;846884835664.0;846884835664.0;1588136471649.0;82575784693.0;-77845328805.0;-76780185267.0;-76780185267.0;-77845328805.0;0
